Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-102239,2023-06-15,2023-06-16,Same Day,CUST-4281,Customer 81,Consumer,United States,Miami,Illinois,48672,South,PROD-3308,Furniture,Chairs,Product 172,44.52,6,0.0,6.98
ORD-102240,2021-03-12,2021-03-17,Standard Class,CUST-4344,Customer 136,Consumer,United States,Houston,New York,51800,East,PROD-4763,Office Supplies,Paper,Product 414,911.35,1,0.05,15.55
ORD-102241,2023-04-14,2023-04-16,Same Day,CUST-1650,Customer 2,Home Office,United States,New York City,Illinois,95395,South,PROD-5715,Furniture,Chairs,Product 31,687.38,4,0.2,-0.43
ORD-102242,2024-08-12,2024-08-18,First Class,CUST-7920,Customer 186,Consumer,United States,New York City,New York,32871,West,PROD-1029,Technology,Accessories,Product 257,980.34,6,0.0,165.26
ORD-102243,2023-09-17,2023-09-18,First Class,CUST-9199,Customer 275,Corporate,United States,Chicago,Illinois,60070,South,PROD-9212,Furniture,Tables,Product 12,616.16,7,0.1,-18.97
ORD-102244,2024-11-28,2024-12-02,Same Day,CUST-4565,Customer 991,Home Office,United States,Miami,Texas,97075,West,PROD-9251,Technology,Phones,Product 327,493.62,2,0.05,108.03
ORD-102245,2022-10-23,2022-10-25,Second Class,CUST-4971,Customer 808,Home Office,United States,Chicago,Illinois,77398,Central,PROD-7481,Office Supplies,Paper,Product 485,256.76,10,0.0,71.16
ORD-102246,2024-01-13,2024-01-19,First Class,CUST-5469,Customer 555,Consumer,United States,New York City,California,15864,South,PROD-5135,Office Supplies,Storage,Product 71,203.76,1,0.1,13.31
ORD-102247,2024-10-14,2024-10-17,First Class,CUST-8041,Customer 340,Home Office,United States,New York City,Illinois,13836,East,PROD-1976,Technology,Accessories,Product 288,305.82,6,0.05,72.85
ORD-102248,2023-10-14,2023-10-20,Standard Class,CUST-1120,Customer 767,Home Office,United States,Chicago,Illinois,72583,South,PROD-1548,Office Supplies,Paper,Product 349,718.17,3,0.2,-22.92
ORD-102249,2022-01-02,2022-01-08,Standard Class,CUST-5749,Customer 958,Corporate,United States,Chicago,Florida,21480,South,PROD-7752,Office Supplies,Binders,Product 407,42.85,2,0.2,-5.22
ORD-102250,2022-11-23,2022-11-27,Standard Class,CUST-3497,Customer 849,Consumer,United States,Houston,New York,62303,West,PROD-8857,Technology,Accessories,Product 58,601.41,4,0.1,74.54
ORD-102251,2023-10-08,2023-10-11,Standard Class,CUST-2465,Customer 684,Consumer,United States,New York City,California,58062,West,PROD-3742,Technology,Copiers,Product 40,979.83,7,0.2,-41.32
ORD-102252,2021-04-26,2021-04-28,Standard Class,CUST-8248,Customer 762,Consumer,United States,New York City,Florida,65675,South,PROD-3566,Technology,Copiers,Product 489,276.96,5,0.0,50.31
ORD-102253,2024-05-30,2024-06-02,Second Class,CUST-4406,Customer 565,Consumer,United States,Chicago,Illinois,59291,South,PROD-1340,Office Supplies,Storage,Product 498,573.7,7,0.1,13.5
ORD-102254,2022-02-05,2022-02-10,Standard Class,CUST-4663,Customer 459,Home Office,United States,Los Angeles,Texas,63062,East,PROD-4344,Technology,Machines,Product 344,151.18,2,0.05,25.74
ORD-102255,2021-06-09,2021-06-13,Same Day,CUST-3101,Customer 596,Home Office,United States,Chicago,New York,73326,East,PROD-2610,Furniture,Tables,Product 54,833.44,6,0.1,44.57
ORD-102256,2024-09-21,2024-09-22,First Class,CUST-6028,Customer 920,Home Office,United States,New York City,Florida,13591,Central,PROD-5142,Technology,Accessories,Product 259,26.31,5,0.0,6.69
ORD-102257,2023-08-20,2023-08-21,Second Class,CUST-2741,Customer 509,Corporate,United States,Miami,Florida,56153,South,PROD-4361,Furniture,Bookcases,Product 109,254.87,5,0.1,43.34
ORD-102258,2023-10-30,2023-11-06,Same Day,CUST-5228,Customer 311,Home Office,United States,Los Angeles,New York,48063,West,PROD-2045,Office Supplies,Paper,Product 265,115.5,2,0.0,25.66
ORD-102259,2021-10-12,2021-10-16,Second Class,CUST-5245,Customer 793,Corporate,United States,Miami,New York,94499,West,PROD-6736,Furniture,Bookcases,Product 424,721.58,3,0.05,43.53
ORD-102260,2024-05-13,2024-05-16,Same Day,CUST-5289,Customer 753,Corporate,United States,New York City,Florida,10637,South,PROD-7360,Technology,Copiers,Product 191,663.36,3,0.0,171.7
ORD-102261,2024-12-09,2024-12-11,Second Class,CUST-2481,Customer 446,Consumer,United States,New York City,California,45768,East,PROD-3996,Office Supplies,Paper,Product 211,714.13,3,0.05,116.23
ORD-102262,2021-04-05,2021-04-09,Standard Class,CUST-4429,Customer 980,Home Office,United States,Chicago,Florida,89210,Central,PROD-3535,Furniture,Furnishings,Product 236,752.32,4,0.1,106.87
ORD-102263,2022-11-14,2022-11-18,Second Class,CUST-6067,Customer 917,Consumer,United States,New York City,Texas,42221,South,PROD-7921,Technology,Phones,Product 490,631.09,5,0.2,29.35
ORD-102264,2024-01-11,2024-01-17,First Class,CUST-2610,Customer 586,Consumer,United States,Houston,Illinois,97109,Central,PROD-1964,Furniture,Tables,Product 146,192.45,9,0.1,26.4
ORD-102265,2022-05-24,2022-05-27,Standard Class,CUST-5531,Customer 653,Home Office,United States,Chicago,California,69633,South,PROD-6961,Furniture,Bookcases,Product 449,617.64,5,0.0,179.7
ORD-102266,2021-03-28,2021-04-03,Second Class,CUST-2059,Customer 146,Consumer,United States,Miami,New York,66852,Central,PROD-7350,Technology,Copiers,Product 444,637.36,9,0.0,176.29
ORD-102267,2021-02-09,2021-02-11,Standard Class,CUST-1651,Customer 32,Corporate,United States,New York City,New York,87818,East,PROD-5709,Office Supplies,Paper,Product 63,535.0,3,0.0,34.4
ORD-102268,2021-02-10,2021-02-14,First Class,CUST-5098,Customer 244,Consumer,United States,Houston,Illinois,41641,West,PROD-2655,Furniture,Bookcases,Product 349,423.51,6,0.05,52.19
ORD-102269,2023-03-18,2023-03-25,Second Class,CUST-6337,Customer 642,Corporate,United States,New York City,California,35458,Central,PROD-7584,Technology,Copiers,Product 326,254.4,3,0.0,46.97
ORD-102270,2022-10-10,2022-10-17,First Class,CUST-5088,Customer 801,Consumer,United States,Chicago,California,59560,West,PROD-6540,Furniture,Chairs,Product 402,523.46,1,0.1,20.9
ORD-102271,2022-05-05,2022-05-11,Standard Class,CUST-5981,Customer 274,Home Office,United States,Chicago,Florida,12994,South,PROD-4211,Technology,Copiers,Product 367,769.65,4,0.0,212.92
ORD-102272,2023-01-28,2023-02-01,Second Class,CUST-9044,Customer 230,Home Office,United States,New York City,New York,57002,East,PROD-3677,Office Supplies,Accessories,Product 496,576.93,5,0.1,-25.4
ORD-102273,2023-07-25,2023-07-30,First Class,CUST-9835,Customer 408,Corporate,United States,Houston,California,13859,Central,PROD-3914,Office Supplies,Accessories,Product 125,738.29,10,0.0,43.01
ORD-102274,2024-11-07,2024-11-12,Standard Class,CUST-2574,Customer 930,Corporate,United States,Houston,New York,90149,Central,PROD-9839,Furniture,Bookcases,Product 96,293.21,6,0.1,-14.06
ORD-102275,2021-03-28,2021-04-03,First Class,CUST-4359,Customer 195,Corporate,United States,Houston,New York,18555,Central,PROD-6885,Office Supplies,Binders,Product 162,991.45,6,0.05,181.53
ORD-102276,2022-03-25,2022-04-01,Same Day,CUST-2204,Customer 389,Consumer,United States,Los Angeles,Florida,28757,East,PROD-6046,Technology,Machines,Product 300,703.06,7,0.2,-4.59
ORD-102277,2022-06-19,2022-06-24,Same Day,CUST-6762,Customer 343,Consumer,United States,Chicago,Texas,48536,South,PROD-1455,Furniture,Bookcases,Product 111,149.29,6,0.2,-16.64
ORD-102278,2021-05-28,2021-05-30,Same Day,CUST-1446,Customer 950,Corporate,United States,New York City,New York,80406,South,PROD-3647,Office Supplies,Binders,Product 219,458.63,6,0.2,39.52
ORD-102279,2022-07-18,2022-07-19,Standard Class,CUST-3744,Customer 439,Consumer,United States,Chicago,Illinois,88267,South,PROD-8292,Office Supplies,Binders,Product 218,232.67,4,0.1,26.68
ORD-102280,2022-10-31,2022-11-01,First Class,CUST-2907,Customer 935,Home Office,United States,Miami,Illinois,41578,East,PROD-8101,Office Supplies,Paper,Product 270,88.93,3,0.2,-0.45
ORD-102281,2021-12-01,2021-12-03,Second Class,CUST-4176,Customer 383,Consumer,United States,Chicago,California,81264,East,PROD-1977,Furniture,Chairs,Product 235,811.27,2,0.05,65.58
ORD-102282,2023-07-14,2023-07-21,Standard Class,CUST-4317,Customer 811,Consumer,United States,Chicago,Florida,15604,East,PROD-9061,Technology,Accessories,Product 292,455.36,2,0.0,73.34
ORD-102283,2021-04-19,2021-04-26,Standard Class,CUST-1817,Customer 757,Consumer,United States,Miami,New York,43842,West,PROD-8755,Furniture,Chairs,Product 214,246.36,9,0.2,-1.13
ORD-102284,2021-02-25,2021-03-03,Same Day,CUST-9698,Customer 936,Home Office,United States,New York City,New York,28776,East,PROD-8983,Technology,Phones,Product 47,692.63,5,0.05,105.41
ORD-102285,2023-09-09,2023-09-12,Same Day,CUST-3707,Customer 917,Corporate,United States,Miami,California,65149,West,PROD-4682,Office Supplies,Accessories,Product 438,218.47,3,0.2,2.15
ORD-102286,2024-06-14,2024-06-21,Second Class,CUST-6026,Customer 803,Consumer,United States,Miami,New York,29397,East,PROD-4059,Furniture,Tables,Product 41,54.19,2,0.2,-0.25
ORD-102287,2021-04-12,2021-04-13,Second Class,CUST-9438,Customer 71,Corporate,United States,Los Angeles,California,46462,East,PROD-4373,Office Supplies,Binders,Product 116,382.51,8,0.2,-27.44
ORD-102288,2023-08-17,2023-08-18,Standard Class,CUST-1486,Customer 702,Home Office,United States,Houston,California,37726,West,PROD-7051,Office Supplies,Paper,Product 176,608.46,10,0.05,78.96
ORD-102289,2021-12-27,2021-12-31,Second Class,CUST-6209,Customer 537,Corporate,United States,Houston,Illinois,75303,West,PROD-5342,Technology,Accessories,Product 81,81.0,9,0.2,-2.64
ORD-102290,2021-12-29,2022-01-02,Standard Class,CUST-2323,Customer 361,Consumer,United States,New York City,Florida,19748,Central,PROD-5494,Technology,Copiers,Product 412,679.14,2,0.0,108.73
ORD-102291,2024-12-13,2024-12-16,Second Class,CUST-5259,Customer 624,Consumer,United States,Miami,Illinois,90906,South,PROD-4428,Furniture,Tables,Product 484,577.43,4,0.1,13.73
ORD-102292,2022-03-20,2022-03-22,Same Day,CUST-1111,Customer 586,Home Office,United States,Miami,Illinois,26496,South,PROD-1619,Office Supplies,Accessories,Product 43,116.62,4,0.1,2.9
ORD-102293,2023-08-06,2023-08-07,Second Class,CUST-2781,Customer 865,Corporate,United States,Miami,New York,64104,South,PROD-1780,Technology,Copiers,Product 327,95.98,3,0.1,15.11
ORD-102294,2023-06-10,2023-06-11,First Class,CUST-4896,Customer 664,Consumer,United States,New York City,Texas,80062,South,PROD-2324,Office Supplies,Accessories,Product 5,546.4,6,0.2,54.58
ORD-102295,2022-12-26,2022-12-28,Standard Class,CUST-5979,Customer 185,Consumer,United States,Houston,New York,82057,East,PROD-8025,Technology,Phones,Product 173,506.7,10,0.05,64.32
ORD-102296,2023-06-22,2023-06-28,Standard Class,CUST-9067,Customer 902,Corporate,United States,New York City,Texas,47417,South,PROD-5172,Technology,Accessories,Product 282,488.21,5,0.1,49.4
ORD-102297,2024-11-12,2024-11-17,Same Day,CUST-7029,Customer 336,Corporate,United States,New York City,California,99324,East,PROD-6260,Furniture,Furnishings,Product 30,887.56,4,0.0,114.89
ORD-102298,2023-05-12,2023-05-19,Second Class,CUST-3186,Customer 94,Corporate,United States,New York City,Florida,89714,Central,PROD-1045,Furniture,Furnishings,Product 347,806.36,1,0.1,135.37
ORD-102299,2023-09-24,2023-09-26,Standard Class,CUST-4983,Customer 203,Consumer,United States,New York City,California,96554,East,PROD-4111,Technology,Accessories,Product 344,155.85,8,0.05,25.96
ORD-102300,2022-05-25,2022-05-30,Second Class,CUST-7804,Customer 439,Home Office,United States,New York City,Florida,67197,West,PROD-1856,Furniture,Bookcases,Product 219,599.15,2,0.0,90.52
ORD-102301,2022-03-12,2022-03-19,First Class,CUST-3681,Customer 535,Home Office,United States,Los Angeles,California,96701,East,PROD-5216,Technology,Accessories,Product 492,115.74,2,0.0,14.7
ORD-102302,2024-03-03,2024-03-10,First Class,CUST-3922,Customer 17,Consumer,United States,Houston,Illinois,48333,East,PROD-9501,Technology,Accessories,Product 194,261.23,2,0.1,16.75
ORD-102303,2022-02-23,2022-03-02,Same Day,CUST-3266,Customer 936,Consumer,United States,Chicago,California,31684,South,PROD-1423,Technology,Accessories,Product 471,788.49,1,0.2,1.37
ORD-102304,2024-09-18,2024-09-19,Standard Class,CUST-9074,Customer 928,Consumer,United States,Houston,Illinois,34880,West,PROD-1108,Technology,Phones,Product 302,652.72,7,0.2,-95.39
ORD-102305,2023-09-21,2023-09-23,Standard Class,CUST-8922,Customer 230,Consumer,United States,Houston,Texas,47359,West,PROD-8462,Technology,Accessories,Product 208,771.23,8,0.1,56.16
ORD-102306,2023-01-04,2023-01-05,First Class,CUST-4438,Customer 364,Corporate,United States,Miami,Illinois,67130,East,PROD-7541,Office Supplies,Storage,Product 122,721.32,10,0.2,-70.67
ORD-102307,2022-04-02,2022-04-03,Same Day,CUST-9174,Customer 344,Corporate,United States,Miami,Illinois,24052,Central,PROD-2173,Office Supplies,Paper,Product 184,692.57,5,0.0,56.58
ORD-102308,2024-09-19,2024-09-25,First Class,CUST-1565,Customer 285,Corporate,United States,Chicago,California,17755,Central,PROD-6089,Office Supplies,Paper,Product 94,675.43,7,0.2,62.12
ORD-102309,2023-06-29,2023-07-05,Standard Class,CUST-8967,Customer 207,Consumer,United States,Chicago,California,77806,East,PROD-9186,Furniture,Furnishings,Product 418,624.68,2,0.0,35.78
ORD-102310,2021-10-08,2021-10-14,Second Class,CUST-4166,Customer 618,Home Office,United States,Chicago,New York,55818,East,PROD-7692,Furniture,Furnishings,Product 118,535.11,5,0.05,8.36
ORD-102311,2022-10-04,2022-10-06,First Class,CUST-6132,Customer 817,Consumer,United States,Chicago,California,28472,Central,PROD-9138,Office Supplies,Binders,Product 278,158.39,9,0.05,5.66
ORD-102312,2022-04-26,2022-04-27,Second Class,CUST-4272,Customer 955,Corporate,United States,New York City,California,13230,West,PROD-7731,Furniture,Tables,Product 114,905.07,4,0.1,-27.82
ORD-102313,2024-07-08,2024-07-13,Standard Class,CUST-6908,Customer 637,Home Office,United States,Houston,California,17199,West,PROD-6572,Office Supplies,Paper,Product 278,292.06,4,0.05,46.21
ORD-102314,2023-07-03,2023-07-09,Second Class,CUST-5550,Customer 958,Corporate,United States,Houston,Florida,35614,West,PROD-7538,Technology,Phones,Product 90,682.02,7,0.1,94.01
ORD-102315,2021-02-25,2021-02-27,Second Class,CUST-6622,Customer 177,Consumer,United States,Los Angeles,Florida,13004,East,PROD-1684,Furniture,Tables,Product 338,129.97,6,0.05,29.16
ORD-102316,2021-07-29,2021-07-30,First Class,CUST-9984,Customer 906,Home Office,United States,Chicago,Illinois,94068,South,PROD-4353,Office Supplies,Binders,Product 169,270.85,3,0.05,64.41
ORD-102317,2022-04-03,2022-04-08,Second Class,CUST-3488,Customer 537,Consumer,United States,New York City,Illinois,10914,West,PROD-8115,Furniture,Chairs,Product 146,251.18,4,0.05,49.24
ORD-102318,2021-01-10,2021-01-12,Same Day,CUST-5642,Customer 400,Home Office,United States,Houston,Florida,81089,Central,PROD-6419,Technology,Phones,Product 66,698.0,10,0.0,145.11
ORD-102319,2022-04-19,2022-04-21,Same Day,CUST-1317,Customer 909,Consumer,United States,Houston,New York,27063,South,PROD-4652,Technology,Phones,Product 73,211.13,4,0.0,43.93
ORD-102320,2024-03-13,2024-03-17,Second Class,CUST-2460,Customer 380,Home Office,United States,New York City,Texas,17071,East,PROD-1789,Technology,Machines,Product 41,139.52,5,0.0,19.26
ORD-102321,2024-03-23,2024-03-29,Second Class,CUST-5897,Customer 123,Corporate,United States,Chicago,Texas,77994,Central,PROD-5984,Office Supplies,Accessories,Product 16,483.51,3,0.05,1.19
ORD-102322,2022-05-01,2022-05-05,Second Class,CUST-8554,Customer 931,Consumer,United States,Miami,Illinois,20995,South,PROD-3149,Office Supplies,Accessories,Product 285,783.02,2,0.1,-0.45
ORD-102323,2023-07-12,2023-07-13,Standard Class,CUST-3267,Customer 906,Home Office,United States,New York City,Florida,34061,South,PROD-9730,Technology,Phones,Product 284,860.22,10,0.1,25.76
ORD-102324,2022-04-23,2022-04-24,First Class,CUST-9585,Customer 918,Corporate,United States,Los Angeles,Texas,90941,West,PROD-3407,Furniture,Chairs,Product 127,874.24,1,0.0,74.48
ORD-102325,2022-11-25,2022-12-01,Second Class,CUST-8522,Customer 640,Corporate,United States,New York City,Texas,59873,Central,PROD-1129,Furniture,Chairs,Product 317,211.0,1,0.2,-17.87
ORD-102326,2024-04-10,2024-04-17,First Class,CUST-5443,Customer 758,Corporate,United States,Houston,Illinois,74081,Central,PROD-9191,Furniture,Tables,Product 410,918.92,8,0.0,58.53
ORD-102327,2022-06-02,2022-06-05,First Class,CUST-4493,Customer 661,Home Office,United States,Los Angeles,California,15405,Central,PROD-4928,Office Supplies,Storage,Product 136,445.39,4,0.2,-26.85
ORD-102328,2022-05-14,2022-05-21,Second Class,CUST-1332,Customer 98,Home Office,United States,Los Angeles,California,65432,East,PROD-1541,Technology,Copiers,Product 312,827.91,7,0.0,193.37
ORD-102329,2023-12-27,2023-12-28,Same Day,CUST-3501,Customer 14,Home Office,United States,Los Angeles,New York,54609,Central,PROD-3170,Technology,Phones,Product 218,573.72,1,0.05,25.37
ORD-102330,2022-08-30,2022-09-01,First Class,CUST-4626,Customer 272,Corporate,United States,Los Angeles,California,87727,West,PROD-4509,Technology,Machines,Product 204,600.9,3,0.05,47.9
ORD-102331,2024-03-23,2024-03-25,First Class,CUST-6624,Customer 419,Consumer,United States,Houston,Texas,12396,East,PROD-9121,Furniture,Tables,Product 401,45.94,4,0.05,6.01
ORD-102332,2022-05-29,2022-06-03,Standard Class,CUST-3726,Customer 733,Consumer,United States,Los Angeles,New York,35925,West,PROD-7836,Office Supplies,Accessories,Product 238,515.21,8,0.1,-7.45
ORD-102333,2023-06-03,2023-06-10,Second Class,CUST-7994,Customer 276,Corporate,United States,Houston,California,66142,Central,PROD-5102,Furniture,Tables,Product 42,109.73,8,0.1,4.47
ORD-102334,2023-08-26,2023-08-27,Second Class,CUST-6638,Customer 556,Consumer,United States,Chicago,Illinois,37029,West,PROD-3366,Technology,Copiers,Product 244,973.03,2,0.1,134.68
ORD-102335,2022-02-24,2022-03-01,Same Day,CUST-8500,Customer 977,Home Office,United States,Los Angeles,Texas,23109,East,PROD-2703,Office Supplies,Storage,Product 430,728.48,1,0.05,160.89
ORD-102336,2023-09-16,2023-09-22,Second Class,CUST-4866,Customer 203,Corporate,United States,Miami,California,53563,West,PROD-5927,Furniture,Tables,Product 264,979.16,10,0.05,144.4
ORD-102337,2024-10-20,2024-10-26,First Class,CUST-4009,Customer 81,Home Office,United States,Chicago,Illinois,42373,East,PROD-6406,Office Supplies,Paper,Product 14,695.23,4,0.0,208.39
ORD-102338,2024-07-25,2024-08-01,Second Class,CUST-9312,Customer 954,Corporate,United States,New York City,California,27085,West,PROD-2264,Office Supplies,Accessories,Product 481,523.7,7,0.0,33.86
ORD-102339,2022-01-22,2022-01-28,Same Day,CUST-6303,Customer 883,Home Office,United States,New York City,New York,64027,East,PROD-5429,Furniture,Tables,Product 131,634.43,4,0.2,35.88
ORD-102340,2021-08-21,2021-08-28,First Class,CUST-3907,Customer 37,Consumer,United States,Houston,Texas,80673,East,PROD-2444,Office Supplies,Binders,Product 193,190.55,6,0.2,-25.88
ORD-102341,2022-11-29,2022-12-03,Same Day,CUST-9874,Customer 941,Consumer,United States,New York City,Texas,92842,Central,PROD-3817,Technology,Copiers,Product 249,764.73,10,0.0,56.8
ORD-102342,2021-01-01,2021-01-07,Second Class,CUST-3949,Customer 102,Corporate,United States,Chicago,New York,45107,South,PROD-6635,Office Supplies,Accessories,Product 104,653.02,5,0.0,163.53
ORD-102343,2023-02-18,2023-02-24,Second Class,CUST-6424,Customer 881,Corporate,United States,Los Angeles,Florida,58712,West,PROD-6797,Furniture,Bookcases,Product 276,897.85,3,0.2,-84.76
ORD-102344,2021-04-01,2021-04-05,First Class,CUST-5305,Customer 817,Corporate,United States,Los Angeles,Illinois,55582,South,PROD-3981,Technology,Copiers,Product 363,638.44,3,0.0,176.74
ORD-102345,2024-10-09,2024-10-10,Standard Class,CUST-7670,Customer 155,Corporate,United States,Los Angeles,Florida,23865,East,PROD-3304,Furniture,Bookcases,Product 414,738.59,4,0.1,8.28
ORD-102346,2023-05-10,2023-05-12,First Class,CUST-7514,Customer 890,Consumer,United States,Chicago,Texas,78408,Central,PROD-9532,Technology,Phones,Product 144,137.26,3,0.2,6.22
ORD-102347,2024-02-10,2024-02-13,Standard Class,CUST-4093,Customer 5,Consumer,United States,Houston,Texas,91228,Central,PROD-6710,Technology,Phones,Product 7,178.62,3,0.05,25.41
ORD-102348,2022-05-11,2022-05-17,First Class,CUST-5065,Customer 19,Consumer,United States,Houston,New York,38007,Central,PROD-1669,Technology,Phones,Product 84,207.82,1,0.0,19.18
ORD-102349,2023-05-24,2023-05-25,Standard Class,CUST-9821,Customer 683,Corporate,United States,New York City,Illinois,69742,South,PROD-7095,Furniture,Chairs,Product 357,157.8,5,0.1,27.97
ORD-102350,2024-04-13,2024-04-20,Second Class,CUST-5386,Customer 320,Corporate,United States,Los Angeles,California,79714,East,PROD-8840,Office Supplies,Accessories,Product 225,301.29,2,0.05,39.83
ORD-102351,2023-12-26,2024-01-01,First Class,CUST-2935,Customer 176,Consumer,United States,New York City,Texas,58039,East,PROD-7407,Furniture,Bookcases,Product 199,272.55,5,0.1,43.12
ORD-102352,2021-12-11,2021-12-12,First Class,CUST-8629,Customer 360,Corporate,United States,Houston,New York,31509,South,PROD-9728,Office Supplies,Accessories,Product 412,638.48,10,0.0,169.09
ORD-102353,2021-05-27,2021-05-30,Standard Class,CUST-4222,Customer 492,Corporate,United States,Los Angeles,Florida,65088,West,PROD-4590,Technology,Accessories,Product 64,590.47,7,0.0,44.81
ORD-102354,2024-12-29,2024-12-30,Standard Class,CUST-4661,Customer 813,Home Office,United States,New York City,Texas,90706,South,PROD-5871,Office Supplies,Accessories,Product 360,429.86,6,0.05,93.09
ORD-102355,2022-10-16,2022-10-17,Standard Class,CUST-6429,Customer 393,Consumer,United States,Miami,Florida,93298,West,PROD-9984,Furniture,Furnishings,Product 193,220.6,3,0.0,12.09
ORD-102356,2023-04-08,2023-04-12,Standard Class,CUST-7383,Customer 410,Corporate,United States,Miami,Texas,31319,West,PROD-5428,Furniture,Bookcases,Product 495,448.72,1,0.05,86.65
ORD-102357,2021-09-06,2021-09-08,First Class,CUST-8123,Customer 566,Corporate,United States,Los Angeles,Florida,36044,East,PROD-9730,Furniture,Bookcases,Product 497,84.62,8,0.0,6.44
ORD-102358,2024-08-03,2024-08-08,Same Day,CUST-4011,Customer 357,Corporate,United States,Miami,Illinois,74560,Central,PROD-5806,Office Supplies,Storage,Product 291,541.09,1,0.0,53.0
ORD-102359,2024-10-22,2024-10-26,Same Day,CUST-8053,Customer 773,Consumer,United States,Los Angeles,New York,79733,Central,PROD-4596,Office Supplies,Paper,Product 18,515.12,8,0.0,132.01
ORD-102360,2024-03-14,2024-03-16,Standard Class,CUST-3116,Customer 402,Corporate,United States,Houston,New York,73586,South,PROD-9344,Office Supplies,Binders,Product 387,755.76,6,0.05,41.04
ORD-102361,2024-11-05,2024-11-06,Standard Class,CUST-9413,Customer 426,Corporate,United States,Chicago,Illinois,15554,Central,PROD-9395,Furniture,Chairs,Product 251,991.02,2,0.0,260.24
ORD-102362,2024-02-20,2024-02-22,Standard Class,CUST-8106,Customer 838,Home Office,United States,Los Angeles,Florida,73177,South,PROD-1234,Technology,Copiers,Product 22,595.15,6,0.05,103.74
ORD-102363,2021-09-07,2021-09-08,First Class,CUST-2064,Customer 949,Home Office,United States,Houston,New York,29584,Central,PROD-6309,Technology,Accessories,Product 226,606.94,8,0.1,-7.85
ORD-102364,2022-06-09,2022-06-12,First Class,CUST-3798,Customer 100,Home Office,United States,Houston,Illinois,30769,East,PROD-2802,Technology,Machines,Product 379,197.91,6,0.2,-26.68
ORD-102365,2024-07-27,2024-07-28,Second Class,CUST-8787,Customer 827,Corporate,United States,Chicago,New York,35478,West,PROD-6115,Furniture,Furnishings,Product 425,997.93,9,0.05,148.94
ORD-102366,2022-08-15,2022-08-20,Same Day,CUST-5666,Customer 330,Consumer,United States,Los Angeles,Texas,48119,East,PROD-6857,Technology,Phones,Product 156,485.34,8,0.0,128.68
ORD-102367,2022-12-11,2022-12-18,Same Day,CUST-3870,Customer 779,Corporate,United States,Houston,Illinois,76606,South,PROD-6482,Office Supplies,Paper,Product 12,341.63,5,0.05,53.95
ORD-102368,2022-08-08,2022-08-13,Same Day,CUST-7930,Customer 915,Corporate,United States,New York City,Illinois,63342,East,PROD-5537,Technology,Copiers,Product 354,987.72,2,0.05,202.36
ORD-102369,2024-05-28,2024-06-04,Second Class,CUST-8101,Customer 667,Consumer,United States,New York City,New York,91466,West,PROD-6481,Office Supplies,Storage,Product 345,348.63,3,0.1,-15.6
ORD-102370,2022-02-22,2022-02-24,Same Day,CUST-7146,Customer 980,Home Office,United States,Miami,Illinois,77215,East,PROD-1453,Office Supplies,Accessories,Product 436,994.42,3,0.0,51.55
ORD-102371,2024-07-25,2024-07-31,First Class,CUST-6499,Customer 898,Home Office,United States,Miami,California,37156,South,PROD-7203,Furniture,Chairs,Product 32,622.31,9,0.2,-45.15
ORD-102372,2021-11-23,2021-11-25,Same Day,CUST-3761,Customer 966,Corporate,United States,Chicago,Illinois,33251,Central,PROD-7388,Office Supplies,Accessories,Product 484,716.8,7,0.2,-68.55
ORD-102373,2024-09-04,2024-09-09,Second Class,CUST-7155,Customer 75,Corporate,United States,Chicago,New York,80405,Central,PROD-1297,Office Supplies,Binders,Product 306,610.13,3,0.1,99.17
ORD-102374,2024-03-26,2024-03-27,Same Day,CUST-4095,Customer 949,Corporate,United States,Los Angeles,Florida,25574,Central,PROD-4352,Technology,Machines,Product 304,165.49,2,0.0,11.22
ORD-102375,2023-12-29,2024-01-05,Second Class,CUST-2145,Customer 271,Consumer,United States,Houston,New York,14006,West,PROD-4980,Technology,Phones,Product 268,156.34,2,0.1,17.06
ORD-102376,2023-01-12,2023-01-13,Second Class,CUST-3478,Customer 50,Home Office,United States,Miami,New York,66459,East,PROD-7265,Office Supplies,Paper,Product 447,599.03,9,0.2,23.05
ORD-102377,2024-09-05,2024-09-08,Same Day,CUST-7218,Customer 685,Consumer,United States,Chicago,Illinois,53421,East,PROD-4732,Furniture,Tables,Product 300,790.19,2,0.05,44.59
ORD-102378,2021-06-17,2021-06-18,First Class,CUST-7117,Customer 857,Corporate,United States,Chicago,California,17925,Central,PROD-5085,Furniture,Bookcases,Product 67,626.38,8,0.1,58.08
ORD-102379,2024-11-25,2024-11-29,First Class,CUST-1722,Customer 35,Consumer,United States,Miami,California,17526,West,PROD-1727,Furniture,Tables,Product 1,733.15,9,0.2,-12.34
ORD-102380,2021-07-19,2021-07-21,Same Day,CUST-9305,Customer 606,Home Office,United States,New York City,Florida,21219,East,PROD-6661,Technology,Copiers,Product 498,878.32,8,0.0,135.06
ORD-102381,2021-01-22,2021-01-24,Standard Class,CUST-3080,Customer 88,Home Office,United States,Chicago,Texas,30039,East,PROD-9513,Technology,Phones,Product 279,116.46,10,0.2,1.62
